Service ID,CCG17CD,Service Name,postcode,description,Address,Enquiries Contact - phone,Fax,Enquiries Contact - email,URL,Area,Area2
bsngham,E38000118,Basingstoke Wheelchair Service,RG24 9RH,Address: Fairway House Parklands Hospital Aldermaston Road  Basingstoke Hampshire<br>Post Code: RG24 9RH<br>Main Telephone: 01256 376485<br>Main Fax: 01256 376481<br>Main Email: s.afshar@nhs.net<br>Website: <br>Service Provider / NHS Trust: Southern Health NHS Foundation Trust<br>Commissioner / CCG: North Hampshire,Fairway House Parklands Hospital Aldermaston Road  Basingstoke Hampshire,01256 376485,01256 376481,s.afshar@nhs.net,,Southern Health NHS Foundation Trust,North Hampshire
ptsmhmp,E38000137,Portsmouth Disablement Services Centre,PO3 6AD,Address: St Mary's Hospital Milton Road   Portsmouth Hampshire<br>Post Code: PO3 6AD<br>Main Telephone: 02392 680154<br>Main Fax: 02392 680151<br>Main Email: <br>Website: <br>Service Provider / NHS Trust: Portsmouth Hospitals NHS Trust<br>Commissioner / CCG: Portsmouth Hospitals NHS Trust,St Mary's Hospital Milton Road   Portsmouth Hampshire,02392 680154,02392 680151,,,Portsmouth Hospitals NHS Trust,Portsmouth Hospitals NHS Trust
wnchhmp,E38000013,Winchester Posture & Mobility Service,SO23 7FA,Address: Unit 5 Winchester Trade Park Easton Lane  Winchester Hampshire<br>Post Code: SO23 7FA<br>Main Telephone: 01962 710444<br>Main Fax: 01962 710443<br>Main Email: <br>Website: www.opcare.co.uk<br>Service Provider / NHS Trust: NHS Hampshire<br>Commissioner / CCG: NHS Hampshire,Unit 5 Winchester Trade Park Easton Lane  Winchester Hampshire,01962 710444,01962 710443,,www.opcare.co.uk,NHS Hampshire,NHS Hampshire
herfherf,E38000049,Herefordshire District  Wheelchair Service,HR2 9RP,Address: Benet Building Belmont Abbey Ruchall Lane Belmont Hereford Herefordshire<br>Post Code: HR2 9RP<br>Main Telephone: 01432 363903<br>Main Fax: 01432 363959<br>Main Email: <br>Website: <br>Service Provider / NHS Trust: Wye Valley Trust<br>Commissioner / CCG: Herefordshire CCG,Benet Building Belmont Abbey Ruchall Lane Belmont Hereford Herefordshire,01432 363903,01432 363959,,,Wye Valley Trust,Herefordshire CCG
hlstessx,E38000197,Holly (West Essex) NHS Wheelchair Service,CM23 5GZ,Address: Unit 3 Stortford Hall Industrial Park Dunmow Road   Bishop's Stortford Hertfordshire<br>Post Code: CM23 5GZ<br>Main Telephone: 01279 698902<br>Main Fax: 01279 698904<br>Main Email: <br>Website: <br>Service Provider / NHS Trust: South Essex Partnership Trust (SEPT)<br>Commissioner / CCG: SEPT,Unit 3 Stortford Hall Industrial Park Dunmow Road   Bishop's Stortford Hertfordshire,01279 698902,01279 698904,,,South Essex Partnership Trust (SEPT),SEPT
herfdshr,E38000049,Hertfordshire Wheelchair Service,AL7 1LT,Address: Unit J Swiftfield City Park WatchmeadÂ Â  Welwyn Garden City Hertfordshire<br>Post Code: AL7 1LT<br>Main Telephone: 0333 234 0303<br>Main Fax: <br>Main Email: hertswcs@millbrookhealthcare.co.uk<br>Website: <br>Service Provider / NHS Trust: Millbrook Healthcare<br>Commissioner / CCG: East and North Hertfordshire CCGÂ  Herts Valley CCG,Unit J Swiftfield City Park WatchmeadÂ Â  Welwyn Garden City Hertfordshire,0333 234 0303,,hertswcs@millbrookhealthcare.co.uk,,Millbrook Healthcare,East and North Hertfordshire CCGÂ  Herts Valley CCG
invrnshgl,,Highlands Wheelchair Service,IV2 3UJ,Address: Department of Medical Physics Raigmore Hospital Old Perth Road  Inverness Highlands<br>Post Code: IV2 3UJ<br>Main Telephone: 01463 704167/9<br>Main Fax: 01463 705717<br>Main Email: <br>Website: <br>Service Provider / NHS Trust: Highland Acute Hospitals NHS Trust<br>Commissioner / CCG: Highland Acute Hospitals NHS Trust,Department of Medical Physics Raigmore Hospital Old Perth Road  Inverness Highlands,01463 704167/9,01463 705717,,,Highland Acute Hospitals NHS Trust,Highland Acute Hospitals NHS Trust
nwislew,E38000087,Isle of Wight Occupational Therapy & Wheelchair Service,PO30 5TG,Address: St Mary's Hospital Dodnor Lane   Newport Isle of Wight<br>Post Code: PO30 5TG<br>Main Telephone: 01983 552053<br>Main Fax: 01983 552052<br>Main Email: <br>Website: <br>Service Provider / NHS Trust: Isle of Wight NHS PCT<br>Commissioner / CCG: Isle of Wight NHS PCT,St Mary's Hospital Dodnor Lane   Newport Isle of Wight,01983 552053,01983 552052,,,Isle of Wight NHS PCT,Isle of Wight NHS PCT
bcknkent,E38000124,Wheelchair Assessment Service,BR31DU,Address: Beckenham Clinic 14 The Crescent   Beckenham Kent<br>Post Code: BR31DU<br>Main Telephone: 020 8662 6671<br>Main Fax: 020 8658 3398<br>Main Email: <br>Website: www.bromleyhealthcare-cic.nhs.uk<br>Service Provider / NHS Trust: Bromley HealthcareLtd<br>Commissioner / CCG: Bromley HealthcareLtd,Beckenham Clinic 14 The Crescent   Beckenham Kent,020 8662 6671,020 8658 3398,,www.bromleyhealthcare-cic.nhs.uk,Bromley HealthcareLtd,Bromley HealthcareLtd
cantkent,E38000199,"Kent & Medway Wheelchair Service, Canterbury",CT1 1AZ,Address: Trust Headquarters St Martins Hospital   Canterbury KENT<br>Post Code: CT1 1AZ<br>Main Telephone: 0300 7900128<br>Main Fax: 0300 7900129<br>Main Email: kcht.wheelchairservice-kent@nhs.net<br>Website: www.kentcht.nhs.uk<br>Service Provider / NHS Trust: Kent Community Health NHS Trust<br>Commissioner / CCG: Kent Community Health NHS Trust,Trust Headquarters St Martins Hospital   Canterbury KENT,0300 7900128,0300 7900129,kcht.wheelchairservice-kent@nhs.net,www.kentcht.nhs.uk,Kent Community Health NHS Trust,Kent Community Health NHS Trust
bexlyknt,E38000011,Bexley Wheelchair Service,DA8 2DH,Address: 20 Whitehall Lane Slade Green   Erith Kent<br>Post Code: DA8 2DH<br>Main Telephone: 020 3045 3755<br>Main Fax: 020 3045 3757<br>Main Email: <br>Website: www.inspirecommunitytrust.org<br>Service Provider / NHS Trust: Inspire Community Trust<br>Commissioner / CCG: Inspire Community Trust,20 Whitehall Lane Slade Green   Erith Kent,020 3045 3755,020 3045 3757,,www.inspirecommunitytrust.org,Inspire Community Trust,Inspire Community Trust
knmdart,E38000104,"Kent and Medway Wheelchair Service , Dartford",DA2 6PB,Address: Greenacres Bow Arrow  Lane   Dartford Kent<br>Post Code: DA2 6PB<br>Main Telephone: 0300 7900128<br>Main Fax: 0300 7900129<br>Main Email: kcht.wheelchairservice-kent@nhs.net<br>Website: www.kentcht.nhs.uk<br>Service Provider / NHS Trust: Kent Community Health NHS Trust<br>Commissioner / CCG: Kent Community Health NHS Trust,Greenacres Bow Arrow  Lane   Dartford Kent,0300 7900128,0300 7900129,kcht.wheelchairservice-kent@nhs.net,www.kentcht.nhs.uk,Kent Community Health NHS Trust,Kent Community Health NHS Trust
knmgilln,E38000156,"Kent & Medway Wheelchair Service, Gillingham",ME7 5NY,Address: DSC Centre Medway Maritime Hospital Windmill Road  Gillingham Kent<br>Post Code: ME7 5NY<br>Main Telephone: 0300 7900128<br>Main Fax: 0300 7900129<br>Main Email: kcht.wheelchairservice-kent@nhs.net<br>Website: www.kentcht.nhs.uk<br>Service Provider / NHS Trust: Kent Community Health NHS Trust<br>Commissioner / CCG: Kent Community Health NHS Trust,DSC Centre Medway Maritime Hospital Windmill Road  Gillingham Kent,0300 7900128,0300 7900129,kcht.wheelchairservice-kent@nhs.net,www.kentcht.nhs.uk,Kent Community Health NHS Trust,Kent Community Health NHS Trust
knmashfd,E38000002,"Kent & Medway Wheelchair Service, Ashford",TN23 7SH,Address: Administration Team Norman House Beaver Business Park Beaver Road Ashford Kent<br>Post Code: TN23 7SH<br>Main Telephone: 0300 7900128<br>Main Fax: 0300 7900129<br>Main Email: kcht.wheelchairservice-kent@nhs.net<br>Website: www.kentcht.nhs.uk<br>Service Provider / NHS Trust: Kent Community Health NHS Trust<br>Commissioner / CCG: Kent Community Health NHS Trust,Administration Team Norman House Beaver Business Park Beaver Road Ashford Kent,0300 7900128,0300 7900129,kcht.wheelchairservice-kent@nhs.net,www.kentcht.nhs.uk,Kent Community Health NHS Trust,Kent Community Health NHS Trust
knmaylsm,E38000002,"Kent & Medway Wheelchair Service, Aylesham",CT3 3BB (Sat Nav CT3 3AA),Address: New Aylesham Health Centre Queen's Road   Aylesham Kent<br>Post Code: CT3 3BB (Sat Nav CT3 3AA)<br>Main Telephone: 0300 7900128<br>Main Fax: 0300 7900129<br>Main Email: kcht.wheelchairservice-kent@nhs.net<br>Website: www.kentcht.nhs.uk<br>Service Provider / NHS Trust: Kent Community Health NHS Trust<br>Commissioner / CCG: Kent Community Health NHS Trust,New Aylesham Health Centre Queen's Road   Aylesham Kent,0300 7900128,0300 7900129,kcht.wheelchairservice-kent@nhs.net,www.kentcht.nhs.uk,Kent Community Health NHS Trust,Kent Community Health NHS Trust
knmmaid,E38000207,"Kent & Medway Wheelchair Service, Maidstone",ME17 4AH,Address: The Heathside Centre Heath Road Coxheath  Maidstone Kent<br>Post Code: ME17 4AH<br>Main Telephone: 0300 7900128<br>Main Fax: 0300 7900129<br>Main Email: kcht.wheelchairservice-kent@nhs.net<br>Website: www.kentcht.nhs.uk<br>Service Provider / NHS Trust: Kent Community Health NHS Trust<br>Commissioner / CCG: Kent Community Health NHS Trust,The Heathside Centre Heath Road Coxheath  Maidstone Kent,0300 7900128,0300 7900129,kcht.wheelchairservice-kent@nhs.net,www.kentcht.nhs.uk,Kent Community Health NHS Trust,Kent Community Health NHS Trust
chrlyman,E38000034,Chorley South Ribble and West Lancashire Wheelchair Service,WN8 9PN,Address: Unit 2  Pendle Place West Pimbo Industrial Estate  Skelmersdale West Lancashire<br>Post Code: WN8 9PN<br>Main Telephone: 01695 559142<br>Main Fax: 01695 727143<br>Main Email: <br>Website: <br>Service Provider / NHS Trust: Southport & Ormskirk Hospitals NHS Trust<br>Commissioner / CCG: Southport & Ormskirk Hospitals NHS Trust,Unit 2  Pendle Place West Pimbo Industrial Estate  Skelmersdale West Lancashire,01695 559142,01695 727143,,,Southport & Ormskirk Hospitals NHS Trust,Southport & Ormskirk Hospitals NHS Trust
prestman,E38000050,Specialist Mobility Rehabilitation Centre,PR2 8DY,Address: Preston Business Centre Watling Street Road Fulwood  Preston Lancashire<br>Post Code: PR2 8DY<br>Main Telephone: 01772 716921<br>Main Fax: 01772 712391<br>Main Email: <br>Website: <br>Service Provider / NHS Trust: Lancashire Teaching Hospitals NHS Trust<br>Commissioner / CCG: Lancashire Teaching Hospitals NHS Trust,Preston Business Centre Watling Street Road Fulwood  Preston Lancashire,01772 716921,01772 712391,,,Lancashire Teaching Hospitals NHS Trust,Lancashire Teaching Hospitals NHS Trust
sthptlanc,E38000170,Southport & Formby Wheelchair Services,PR9 0PQ,Address: 44 - 46 Houghton ST    Southport Lancashire<br>Post Code: PR9 0PQ<br>Main Telephone: 01704 385098<br>Main Fax: 01704 383077<br>Main Email: <br>Website: <br>Service Provider / NHS Trust: Sefton PCT<br>Commissioner / CCG: Sefton PCT,44 - 46 Houghton ST    Southport Lancashire,01704 385098,01704 383077,,,Sefton PCT,Sefton PCT
sthskems,E38000170,Southport and Formby Wheelchair Service,WN8 9PR,"Address: Unit 2, Pendle Place West Pimbo Industrial Estate   Skelmersdale Lancashire<br>Post Code: WN8 9PR<br>Main Telephone: 01695 559142<br>Main Fax: 01695 727143<br>Main Email: <br>Website: <br>Service Provider / NHS Trust: Southport and Ormskirk Hospitals NHS Trust<br>Commissioner / CCG: Southport and Ormskirk Hospitals NHS Trust","Unit 2, Pendle Place West Pimbo Industrial Estate   Skelmersdale Lancashire",01695 559142,01695 727143,,,Southport and Ormskirk Hospitals NHS Trust,Southport and Ormskirk Hospitals NHS Trust
leicleicsts,E38000097,Leicester Specialist Mobility Centre,LE19 1WZ,Address: 17A Meridian East    Leicester Leicestershire<br>Post Code: LE19 1WZ<br>Main Telephone: 0116 282 3500<br>Main Fax: 0116 2456160<br>Main Email: <br>Website: www.blatchford.co.uk<br>Service Provider / NHS Trust: Blatchford Clinical Services<br>Commissioner / CCG: Blatchford Clinical Services,17A Meridian East    Leicester Leicestershire,0116 282 3500,0116 2456160,,www.blatchford.co.uk,Blatchford Clinical Services,Blatchford Clinical Services
nthlincol,E38000099,North Lincolnshire Wheelchair Service,DN16 1QQ,Address: Horkstow House Brumby Resource Centre East Common Lane  Scunthorpe North Lincolnshire<br>Post Code: DN16 1QQ<br>Main Telephone: 01724 298080<br>Main Fax: 01724 298079<br>Main Email: <br>Website: <br>Service Provider / NHS Trust: North Lincolnshire and Goole Hospitals NHS Foundation Trust<br>Commissioner / CCG: North Lincolnshire and Goole Hospitals NHS Foundation Trust,Horkstow House Brumby Resource Centre East Common Lane  Scunthorpe North Lincolnshire,01724 298080,01724 298079,,,North Lincolnshire and Goole Hospitals NHS Foundation Trust,North Lincolnshire and Goole Hospitals NHS Foundation Trust
grmnthlin,E38000100,Wheelchair Services,DN33 2BA,Address: Diana Princess of Wales Hospital Scartho Road   Grimsby North East Lincolnshire<br>Post Code: DN33 2BA<br>Main Telephone: 01472 875323<br>Main Fax: 01472 875488<br>Main Email: <br>Website: <br>Service Provider / NHS Trust: Northern Lincolnshire and Goole Hospitals NHS Foundation Trust<br>Commissioner / CCG: Northern Lincolnshire and Goole Hospitals NHS Foundation Trust,Diana Princess of Wales Hospital Scartho Road   Grimsby North East Lincolnshire,01472 875323,01472 875488,,,Northern Lincolnshire and Goole Hospitals NHS Foundation Trust,Northern Lincolnshire and Goole Hospitals NHS Foundation Trust
linclincon,E38000100,Lincolnshire Wheelchair Service,LN5 8HJ,Address: Millbrook Healthcare Somer House 84 Great North Terrace  Lincoln Lincolnshire<br>Post Code: LN5 8HJ<br>Main Telephone: 03332 400101<br>Main Fax: <br>Main Email: lincolncontactus@millbrookhealthcare.co.uk<br>Website: <br>Service Provider / NHS Trust: Millbrook Healthcare<br>Commissioner / CCG: Greater East Midlands Commissioning Support Unit,Millbrook Healthcare Somer House 84 Great North Terrace  Lincoln Lincolnshire,03332 400101,,lincolncontactus@millbrookhealthcare.co.uk,,Millbrook Healthcare,Greater East Midlands Commissioning Support Unit
finchlndn,E38000005,Barnet Wheelchair Service,N12 0JE,Address: Finchley Memorial Hospital Granville Road   Finchley London<br>Post Code: N12 0JE<br>Main Telephone: 0845 389 2889<br>Main Fax: 0208 349 7435<br>Main Email: wheelchair.service@barnet-pct.nhs.uk<br>Website: <br>Service Provider / NHS Trust: Barnet Primary Care Trust<br>Commissioner / CCG: Barnet Primary Care Trust,Finchley Memorial Hospital Granville Road   Finchley London,0845 389 2889,0208 349 7435,wheelchair.service@barnet-pct.nhs.uk,,Barnet Primary Care Trust,Barnet Primary Care Trust
camdnldn,E38000027,Camden & Islington  Wheelchair Service,NW5 2TX,Address: The Peckwater Centre 6 Peckwater Street   Camden London<br>Post Code: NW5 2TX<br>Main Telephone: 0203 317 5040<br>Main Fax: 020 7485 5306<br>Main Email: enquiries.wheelchair@camdenpct.nhs.uk<br>Website: www.islington.gov.uk<br>Service Provider / NHS Trust: Camden & Islington Community Health Services NHS Trust<br>Commissioner / CCG: Camden & Islington Community Health Services NHS Trust,The Peckwater Centre 6 Peckwater Street   Camden London,0203 317 5040,020 7485 5306,enquiries.wheelchair@camdenpct.nhs.uk,www.islington.gov.uk,Camden & Islington Community Health Services NHS Trust,Camden & Islington Community Health Services NHS Trust
hcknylnd,E38000035,City & Hackney Wheelchair Service,N1 5LZ,Address: St Leonard's Nuttall Street   Hackney London<br>Post Code: N1 5LZ<br>Main Telephone: 020 7683 4250<br>Main Fax: 020 7613 5359<br>Main Email: <br>Website: <br>Service Provider / NHS Trust: City and Hackney Teaching Primary Care Trust<br>Commissioner / CCG: City and Hackney Teaching Primary Care Trust,St Leonard's Nuttall Street   Hackney London,020 7683 4250,020 7613 5359,,,City and Hackney Teaching Primary Care Trust,City and Hackney Teaching Primary Care Trust
putnyldn,E38000202,Royal Hospital for Neuro-disability,SW15 3SW,Address: West Hill    Putney London<br>Post Code: SW15 3SW<br>Main Telephone: 020 8780 4500 Ex 5050<br>Main Fax: 08701 912602<br>Main Email: kmarshall@rhn.org.uk<br>Website: www.rhn.org.uk<br>Service Provider / NHS Trust: Royal Hospital for Neuro-disability<br>Commissioner / CCG: Royal Hospital for Neuro-disability,West Hill    Putney London,020 8780 4500 Ex 5050,08701 912602,kmarshall@rhn.org.uk,www.rhn.org.uk,Royal Hospital for Neuro-disability,Royal Hospital for Neuro-disability
roelondn,E38000202,Roehampton Wheelchair Service,SW15 5PN,"Address: Queen Mary's Hospital Roehampton Lane Roehampton London<br>Post Code: SW15 5PN<br>Main Telephone: 0208 487 6084/5<br>Main Fax: 0208 487 6186<br>Main Email: Lesley.clarridge@stgeorges.nhs.uk<br>Website: www.stgeorges.nhs.uk/services/community-services/wheelchair-service-and-rehabilitation-engineering/<br>Service Provider / NHS Trust: St George's University Hospitals NHS Foundation Trust<br>Commissioner / CCG: Kingston, Richmond, Merton, Sutton, Spelthorne, Wandsworth, CCG",Queen Mary's Hospital Roehampton Lane Roehampton London,0208 487 6084/5,0208 487 6186,Lesley.clarridge@stgeorges.nhs.uk,www.stgeorges.nhs.uk/services/community-services/wheelchair-service-and-rehabilitation-engineering/,St George's University Hospitals NHS Foundation Trust,"Kingston, Richmond, Merton, Sutton, Spelthorne, Wandsworth, CCG"
farqlondn,E38000023,Guy's and St Thomas's Wheelchair service,SE19 1SZ,Address: Bowley Close Rehabilitation Centre Farquhar Road London<br>Post Code: SE19 1SZ<br>Main Telephone: 020 3049 7760<br>Main Fax: 020 3049 7703<br>Main Email: gst-tr.gsttwheelchairservice@nhs.net<br>Website: <br>Service Provider / NHS Trust: Guy's and St Thomas's NHS Foundation Trust<br>Commissioner / CCG: Lambeth Southwark and Lewisham CCG,Bowley Close Rehabilitation Centre Farquhar Road London,020 3049 7760,020 3049 7703,gst-tr.gsttwheelchairservice@nhs.net,,Guy's and St Thomas's NHS Foundation Trust,Lambeth Southwark and Lewisham CCG
stratlond,E38000113,Newham Wheelchair and Special Seating ServiceWheelchair Services,E15 4LY,Address: 29 Romford Road    Stratford London<br>Post Code: E15 4LY<br>Main Telephone: 020 84969029<br>Main Fax: 020 84969030<br>Main Email: <br>Website: <br>Service Provider / NHS Trust: Newham Primary Care Trust<br>Commissioner / CCG: Newham Primary Care Trust,29 Romford Road    Stratford London,020 84969029,020 84969030,,,Newham Primary Care Trust,Newham Primary Care Trust
hartottlnd,E38000031,Haringey Wheelchair Service,N15 3TH,Address: St Ann's Hospital St Ann's Road   Tottenham London<br>Post Code: N15 3TH<br>Main Telephone: 0208 442 6202<br>Main Fax: 0208 442 6367<br>Main Email: <br>Website: <br>Service Provider / NHS Trust: Haringey Teaching PCT<br>Commissioner / CCG: Haringey Teaching PCT,St Ann's Hospital St Ann's Road   Tottenham London,0208 442 6202,0208 442 6367,,,Haringey Teaching PCT,Haringey Teaching PCT
hrtottlon,E38000202,Haringey Wheelchair Service,N15 3TH,Address: St Ann's Hospital St Ann's Road Tottenham  London London<br>Post Code: N15 3TH<br>Main Telephone: 0208 442 6365<br>Main Fax: 0208 442 6367<br>Main Email: <br>Website: <br>Service Provider / NHS Trust: North Middlesex Hospital NHS Trust<br>Commissioner / CCG: North Middlesex Hospital NHS Trust,St Ann's Hospital St Ann's Road Tottenham  London London,0208 442 6365,0208 442 6367,,,North Middlesex Hospital NHS Trust,North Middlesex Hospital NHS Trust
lonlondn,E38000186,Tower Hamlets Wheelchair Service,E1 4DG,Address:  Mile End Hospital 275 Bancroft Road Mile End London London<br>Post Code: E1 4DG<br>Main Telephone: 020 8223 8842<br>Main Fax: 020 8223 8714<br>Main Email: <br>Website: <br>Service Provider / NHS Trust: Tower Hamlets Primary Care Trust<br>Commissioner / CCG: Tower Hamlets Primary Care Trust,Mile End Hospital 275 Bancroft Road Mile End London London,020 8223 8842,020 8223 8714,,,Tower Hamlets Primary Care Trust,Tower Hamlets Primary Care Trust
grenlond,E38000066,Greenwich Wheelchair Service,SE18 3RZ,Address: Memorial Hospital Shooters Hill   Woolwich London<br>Post Code: SE18 3RZ<br>Main Telephone: 0208 836 8536<br>Main Fax: 020 8856 5473<br>Main Email: <br>Website: <br>Service Provider / NHS Trust: Oxleas NHS Foundation Trust<br>Commissioner / CCG: Oxleas NHS Foundation Trust,Memorial Hospital Shooters Hill   Woolwich London,0208 836 8536,020 8856 5473,,,Oxleas NHS Foundation Trust,Oxleas NHS Foundation Trust
sthseflivp,E38000161,South Sefton Wheelchair Service,L9 7AL,Address: Prosthetic & Wheelchair Centre University Hospital Aintree Longmoor Lane  Liverpool Merseyside<br>Post Code: L9 7AL<br>Main Telephone: 0151 529 8728<br>Main Fax: 0151 529 3031<br>Main Email: <br>Website: <br>Service Provider / NHS Trust: Aintree University Hospitals NHS  Foundation Trust<br>Commissioner / CCG: Aintree University Hospitals NHS  Foundation Trust,Prosthetic & Wheelchair Centre University Hospital Aintree Longmoor Lane  Liverpool Merseyside,0151 529 8728,0151 529 3031,,,Aintree University Hospitals NHS  Foundation Trust,Aintree University Hospitals NHS  Foundation Trust
waltlivpl,E38000068,Walton Centre for Neurology & Neurosurgery (BRSM),L9 7LJ,Address: Lower Lane    Liverpool Merseyside<br>Post Code: L9 7LJ<br>Main Telephone: 0151 525 3622 x5484<br>Main Fax: <br>Main Email: <br>Website: <br>Service Provider / NHS Trust: Aintree Hospitals NHS Trust<br>Commissioner / CCG: Aintree Hospitals NHS Trust,Lower Lane    Liverpool Merseyside,0151 525 3622 x5484,,,,Aintree Hospitals NHS Trust,Aintree Hospitals NHS Trust
livpmersy,E38000101,Liverpool Wheelchair Service,L3 4BL,Address: Lifehouse Brunswick Dock Business Park Summers Road  Liverpool Merseyside<br>Post Code: L3 4BL<br>Main Telephone: 0151 296 7770<br>Main Fax: 0151 296 7764<br>Main Email: liverpoolwheelchairservice@liverpoolch.nhs.uk<br>Website: www.liverpoollifehouse.org.uk<br>Service Provider / NHS Trust: Liverpool Community Heath NHS Trust<br>Commissioner / CCG: Liverpool CCG,Lifehouse Brunswick Dock Business Park Summers Road  Liverpool Merseyside,0151 296 7770,0151 296 7764,liverpoolwheelchairservice@liverpoolch.nhs.uk,www.liverpoollifehouse.org.uk,Liverpool Community Heath NHS Trust,Liverpool CCG
sthelmer,E38000056,Wheelchair Assessment Unit,WA9 3DA,Address: Eccleston Centre St Helens Hospital Marshalls Cross Road  St Helens Merseyside<br>Post Code: WA9 3DA<br>Main Telephone: 01744 646809<br>Main Fax: 01744 646702<br>Main Email: <br>Website: <br>Service Provider / NHS Trust: St Helens and Knowsley Hospitals NHS Trust<br>Commissioner / CCG: St Helens and Knowsley Hospitals NHS Trust,Eccleston Centre St Helens Hospital Marshalls Cross Road  St Helens Merseyside,01744 646809,01744 646702,,,St Helens and Knowsley Hospitals NHS Trust,St Helens and Knowsley Hospitals NHS Trust
knkwlivm,E38000128,Knowsley Centre for Independent Living,L36 6HY,Address: 11 Brickfields Huyton Business Park Huyton Knowsley Liverpool Merseyside<br>Post Code: L36 6HY<br>Main Telephone: 0151 244 4100<br>Main Fax: <br>Main Email: centreforindependentliving@5bp.nhs.uk<br>Website: www.knowsleycil.org<br>Service Provider / NHS Trust: 5 Boroughs NHS Foundation Trust<br>Commissioner / CCG: Knowsley CCG,11 Brickfields Huyton Business Park Huyton Knowsley Liverpool Merseyside,0151 244 4100,,centreforindependentliving@5bp.nhs.uk,www.knowsleycil.org,5 Boroughs NHS Foundation Trust,Knowsley CCG
enflndon,E38000057,Enfield Wheelchair Service,N9 0AH,Address: 14 Centre Way Clavering Estate Montagu Road Edmonton Middlesex<br>Post Code: N9 0AH<br>Main Telephone: 020 8379 8842<br>Main Fax: <br>Main Email: wheelchairservice@enfield.gov.uk<br>Website: <br>Service Provider / NHS Trust: London Borough of Enfield<br>Commissioner / CCG: Enfield CCG,14 Centre Way Clavering Estate Montagu Road Edmonton Middlesex,020 8379 8842,,wheelchairservice@enfield.gov.uk,,London Borough of Enfield,Enfield CCG
hilhmidd,E38000082,Hillingdon Wheelchair Service,UB3 2PB,Address: Wood End Centre Judge Heath Lane   Hayes Middlesex<br>Post Code: UB3 2PB<br>Main Telephone: 01895 484 881<br>Main Fax: 01895 484 882<br>Main Email: <br>Website: <br>Service Provider / NHS Trust: Central and Northwest London NHS Foundation Trust<br>Commissioner / CCG: Central and Northwest London NHS Foundation Trust,Wood End Centre Judge Heath Lane   Hayes Middlesex,01895 484 881,01895 484 882,,,Central and Northwest London NHS Foundation Trust,Central and Northwest London NHS Foundation Trust
harromid,E38000074,Harrow Wheelchair Service,HA1 4TR,Address: Unit 11 Waverley Industrial Estate Hailsham Drive   Harrow Middlesex<br>Post Code: HA1 4TR<br>Main Telephone: 0208 427 2881<br>Main Fax: 0208 427 2934<br>Main Email: <br>Website: <br>Service Provider / NHS Trust: Central and Northwest London NHS Foundation Trust<br>Commissioner / CCG: Central and Northwest London NHS Foundation Trust,Unit 11 Waverley Industrial Estate Hailsham Drive   Harrow Middlesex,0208 427 2881,0208 427 2934,,,Central and Northwest London NHS Foundation Trust,Central and Northwest London NHS Foundation Trust
hounmidd,E38000084,Hounslow Wheelchair and Special Seating Service,TW3 3EL,Address: Heart of Hounslow Centre for Health 92 Bath Road   Hounslow Middlesex<br>Post Code: TW3 3EL<br>Main Telephone: 020 86303 994 / 1277<br>Main Fax: 020 8630 3766<br>Main Email: <br>Website: http://www.hrch.nhs.uk/our-services/services-directory/services-in-hounslow/wheelchair-service-hounslow/<br>Service Provider / NHS Trust: Hounslow and Richmond Community Healthcare NHS Trust<br>Commissioner / CCG: North West London Commissioning Support Unit,Heart of Hounslow Centre for Health 92 Bath Road   Hounslow Middlesex,020 86303 994 / 1277,020 8630 3766,,http://www.hrch.nhs.uk/our-services/services-directory/services-in-hounslow/wheelchair-service-hounslow/,Hounslow and Richmond Community Healthcare NHS Trust,North West London Commissioning Support Unit
breneami,E38000020,Brent and Ealing Wheelchair Service,HA0 4UZ,Address: Wembley Centre for Health & Care Copland Suite 116 Chaplin Road  Wembley Middlesex<br>Post Code: HA0 4UZ<br>Main Telephone: 020 8795 6075<br>Main Fax: 020 8795 6074<br>Main Email: harriet.beynon@brentpct.nhs.uk<br>Website: <br>Service Provider / NHS Trust: NHS Brent (Hosting  Ealing)<br>Commissioner / CCG: NHS Brent (Hosting  Ealing),Wembley Centre for Health & Care Copland Suite 116 Chaplin Road  Wembley Middlesex,020 8795 6075,020 8795 6074,harriet.beynon@brentpct.nhs.uk,,NHS Brent (Hosting  Ealing),NHS Brent (Hosting  Ealing)
knglynofk,E38000203,Kings Lynn  Wheelchair Service,PE30 4ET,Address: Queen Elizabeth Hospital Gayton Road   Kings Lynn Norfolk<br>Post Code: PE30 4ET<br>Main Telephone: 01553 613761<br>Main Fax: 01553 613196<br>Main Email: wheelchairservice@qehkl.nhs.uk<br>Website: <br>Service Provider / NHS Trust: The Queen Elizabeth Hospital Kings Lynn NHS Foundation Trust<br>Commissioner / CCG: West Norfolk CCG,Queen Elizabeth Hospital Gayton Road   Kings Lynn Norfolk,01553 613761,01553 613196,wheelchairservice@qehkl.nhs.uk,,The Queen Elizabeth Hospital Kings Lynn NHS Foundation Trust,West Norfolk CCG
